potras,doxodsn,natdox,nalog,ssber,denras,fakt,kvzv,dhpens
155642.77,170782.77,17180.92,30600.0,2500.0,188282.77,-17500.0,623.620455,0
155854.63,174104.63,0.0,13800.0,2500.0,171604.63,2500.0,370.344857,0
194818.04,226570.04,23999.0,22200.0,7500.0,219070.04,7500.0,623.620455,0
86958.34,91528.34,0.0,0.0,2500.0,89028.34,2500.0,380.423901,1
126560.36,149697.25,17046.25,17160.0,2500.0,147197.25,2500.0,588.521325,0
117298.97,124823.97,5190.0,0.0,2500.0,122323.97,2500.0,370.344857,0
145500.59,169040.64,23794.86,9660.0,2500.0,166540.64,2500.0,370.344857,0
158051.9,182336.9,8867.13,11730.0,7500.0,174836.9,7500.0,588.521325,0
113533.58,145685.58,4341.63,15600.0,7500.0,138185.58,7500.0,370.344857,0
226023.37,293675.37,10308.64,10770.0,67500.0,241175.37,52500.0,5868.85432,0
103374.52,110455.52,0.0,0.0,2500.0,107955.52,2500.0,370.344857,0
122024.14,157016.14,6000.0,10440.0,2500.0,154516.14,2500.0,3780.314072,0
61561.79,87321.79,4547.08,0.0,2500.0,84821.79,2500.0,363.06109,1
172732.76,191984.76,3300.0,14700.0,2500.0,189484.76,2500.0,588.521325,0
126806.96,144471.96,0.0,13650.0,2500.0,141971.96,2500.0,370.344857,0
90146.54,92716.54,2500.0,0.0,2500.0,100216.54,-7500.0,363.06109,1
76523.17,81063.17,0.0,0.0,2500.0,78563.17,2500.0,363.06109,1
137777.38,193852.38,15026.97,17880.0,32100.0,161752.38,32100.0,588.521325,0
71412.48,84982.48,9044.74,0.0,2500.0,82482.48,2500.0,363.06109,1
165513.99,196598.99,1700.0,17055.0,2500.0,194098.99,2500.0,370.344857,0
173631.05,196491.05,20000.0,13560.0,7500.0,188991.05,7500.0,4458.894657,0
164982.97,180412.97,0.0,10800.0,2500.0,177912.97,2500.0,588.521325,0
111870.41,127162.41,0.0,10800.0,2500.0,124662.41,2500.0,370.344857,0
188731.99,258696.99,5685.44,16965.0,43930.0,214766.99,43930.0,623.620455,0
128170.03,147040.03,9516.42,0.0,12000.0,135040.03,12000.0,1368.936795,1
79255.8,79855.8,6622.78,0.0,200.0,79655.8,200.0,1342.013195,1
140797.64,158297.64,6205.56,7020.0,3000.0,155297.64,3000.0,1368.936795,0
72698.66,80398.66,5697.73,0.0,4000.0,76398.66,4000.0,1342.013195,1
98360.88,122100.88,4717.09,6240.0,9000.0,113100.88,9000.0,1342.013195,0
126523.99,134843.99,10002.57,0.0,1000.0,133843.99,1000.0,1368.936795,1
95171.1,102571.1,8906.35,0.0,1500.0,101071.1,1500.0,1342.013195,1
160752.22,204195.22,13144.28,23790.0,1000.0,203195.22,1000.0,2175.400792,0
95902.38,101892.38,7126.95,4290.0,100.0,101792.38,100.0,1342.013195,0
143424.19,170824.19,6136.44,13260.0,4000.0,166824.19,4000.0,1368.936795,0
198038.74,334072.74,15536.58,43500.0,70000.0,264072.74,70000.0,21693.539045,0
119879.82,131509.82,4692.66,8580.0,200.0,131309.82,200.0,2175.400792,0
132661.97,144041.97,13489.98,0.0,6000.0,138041.97,6000.0,1368.936795,1
124430.56,137650.56,13790.06,0.0,3000.0,134650.56,3000.0,1368.936795,1
170369.98,194902.98,24459.35,18603.0,300.0,194602.98,300.0,2305.140653,0
81055.13,84035.13,10769.27,0.0,150.0,83885.13,150.0,1342.013195,1
92551.98,102571.98,4184.26,6120.0,500.0,102071.98,500.0,1342.013195,0
189690.55,249510.55,17961.74,31200.0,3000.0,246510.55,3000.0,2305.140653,0
146910.19,164960.19,5910.66,9750.0,2700.0,162260.19,2700.0,1368.936795,0
138234.55,149444.55,12689.71,0.0,2000.0,147444.55,2000.0,1368.936795,1
85838.82,88818.82,6006.81,0.0,400.0,88418.82,400.0,1342.013195,1
205226.95,304126.95,18528.8,39000.0,43700.0,260426.95,43700.0,28162.319286,0
101855.19,123155.19,4812.87,0.0,17000.0,106155.19,17000.0,1342.013195,1
74740.12,76340.12,4133.38,0.0,300.0,76040.12,300.0,1342.013195,1
174416.13,191376.13,7619.74,13260.0,300.0,191076.13,300.0,1435.826978,0
152294.24,175194.24,16129.97,0.0,12000.0,163194.24,12000.0,1368.936795,1
138879.33,151549.33,13234.03,0.0,3000.0,148549.33,3000.0,1368.936795,1
91248.99,112518.99,4755.25,0.0,10000.0,102518.99,10000.0,1342.013195,1
79227.08,117044.08,3817.34,0.0,25000.0,92044.08,25000.0,1342.013195,1
204781.89,234841.89,7558.89,15990.0,200.0,234641.89,200.0,2305.140653,0
48802.6,63211.4,8115.65,6240.0,8050.0,55161.4,8050.0,1143.330129,0
85082.27,129263.16,10026.13,15900.0,17800.0,111463.16,17800.0,1768.74839,0
118083.8,143621.3,13615.48,7800.0,17500.0,126121.3,17500.0,1768.74839,0
104846.36,124986.36,19213.0,12000.0,8140.0,116846.36,8140.0,1817.017225,0
60088.69,63193.67,8554.62,0.0,2500.0,60693.67,2500.0,1143.330129,0
119788.24,145660.44,7579.96,15600.0,7500.0,138160.44,7500.0,1113.038463,0
126136.34,171556.34,24009.56,9750.0,28900.0,142656.34,28900.0,1167.424718,0
85865.54,91499.51,9450.71,0.0,2500.0,88999.51,2500.0,1143.330129,1
88598.78,118798.78,6077.74,11700.0,12500.0,106298.78,12500.0,1113.038463,0
44844.35,67844.35,18133.07,0.0,7500.0,60344.35,7500.0,1143.330129,1
38058.7,43558.7,3479.97,0.0,2500.0,41058.7,2500.0,992.702975,1
80416.76,94250.76,13212.12,6000.0,7500.0,86750.76,7500.0,2281.354471,0
66284.38,76959.87,11794.41,7800.0,2500.0,74459.87,2500.0,2281.354471,0
128796.68,131296.68,13328.34,0.0,2500.0,128796.68,2500.0,1167.424718,0
47492.25,54992.25,4613.58,0.0,7500.0,47492.25,7500.0,992.702975,1
49939.3,71614.3,15771.09,7800.0,13600.0,58014.3,13600.0,2281.354471,0
67489.83,89482.83,13552.06,11700.0,7500.0,81982.83,7500.0,1091.147749,0
113069.94,152355.84,16157.67,23400.0,12500.0,139855.84,12500.0,1113.038463,0
44729.03,47379.03,8075.2,0.0,2500.0,44879.03,2500.0,992.702975,1
80571.01,85411.01,13596.06,2340.0,2500.0,82911.01,2500.0,1143.330129,0
84585.61,102101.61,13483.68,14820.0,2500.0,99601.61,2500.0,2281.354471,0
89618.4,112743.4,3616.85,0.0,12500.0,100243.4,12500.0,1091.147749,1
39101.57,41786.56,4869.99,0.0,2500.0,39286.56,2500.0,992.702975,1
56297.54,66093.48,12093.91,0.0,7500.0,58593.48,7500.0,1143.330129,0
86440.26,115046.34,9574.68,15926.08,12500.0,102546.34,12500.0,1113.038463,0
70809.78,99004.77,8805.15,13260.0,7500.0,91504.77,7500.0,1113.038463,0
43042.32,45828.31,3430.15,0.0,2500.0,43328.31,2500.0,992.702975,1
100274.62,108114.62,10157.97,0.0,7500.0,100614.62,7500.0,1113.038463,1
36297.48,46066.97,3875.61,7020.0,2500.0,43566.97,2500.0,992.702975,0
94465.01,122733.99,7881.21,14040.0,7500.0,115233.99,7500.0,1113.038463,0
71720.34,100390.34,18074.33,14760.0,4000.0,96390.34,4000.0,2453.893047,0
154868.86,151833.86,17167.83,7140.0,5000.0,176833.86,-25000.0,1902.518627,0
60197.25,61297.25,16803.25,0.0,500.0,60797.25,500.0,1229.800055,0
69829.16,78423.76,15876.51,0.0,1500.0,76923.76,1500.0,1229.800055,1
61359.08,64509.08,20590.17,0.0,2400.0,62109.08,2400.0,2453.893047,0
105070.65,109071.65,16975.32,3711.0,800.0,116271.65,-7200.0,1197.217433,0
60830.01,64279.01,8276.9,0.0,1000.0,63279.01,1000.0,1173.671127,1
48279.74,58409.74,2280.37,0.0,1500.0,56909.74,1500.0,1067.780986,1
126046.79,135425.39,17697.37,7020.0,1800.0,133625.39,1800.0,2176.633373,0
108584.06,120444.86,31776.99,10080.0,1000.0,119444.86,1000.0,2176.633373,0
31344.76,40544.76,2578.81,0.0,600.0,39944.76,600.0,1067.780986,1
84626.56,96233.56,15779.95,8607.0,3000.0,93233.56,3000.0,1197.217433,0
77914.18,101174.18,11084.88,6300.0,700.0,100474.18,700.0,1197.217433,0
67824.64,81389.64,1818.58,8460.0,4000.0,77389.64,4000.0,1173.671127,0
58114.09,68634.09,6769.31,8520.0,2000.0,66634.09,2000.0,2453.893047,0
79813.67,92454.47,6404.24,0.0,1000.0,91454.47,1000.0,1197.217433,1
84297.02,111723.02,17725.15,21300.0,4000.0,107723.02,4000.0,2176.633373,0
112290.8,159280.8,11092.4,19260.0,4000.0,155280.8,4000.0,1197.217433,0
82648.01,94448.01,14797.91,9600.0,2000.0,92448.01,2000.0,1197.217433,0
40147.28,41287.28,6087.47,0.0,500.0,40787.28,500.0,1067.780986,1
47125.18,61125.18,3688.44,0.0,2000.0,59125.18,2000.0,1173.671127,1
54628.6,59789.4,5355.88,0.0,500.0,59289.4,500.0,1067.780986,0
86921.22,97521.22,22239.81,5280.0,3000.0,94521.22,3000.0,1954.438028,0
293922.23,287922.23,1048.87,0.0,4000.0,298922.23,-11000.0,17053.544615,1
81965.93,159195.93,11651.56,29400.0,5000.0,154195.93,5000.0,1197.217433,0
49238.8,60418.8,5269.83,3600.0,1000.0,59418.8,1000.0,1173.671127,0
43658.26,55783.26,13807.79,0.0,1500.0,54283.26,1500.0,1229.800055,1
62917.63,166962.63,9788.9,23580.0,2000.0,164962.63,2000.0,1197.217433,0
50347.72,60781.72,7263.13,0.0,2100.0,58681.72,2100.0,1173.671127,1
47748.12,53008.12,15754.13,3900.0,800.0,52208.12,800.0,1229.800055,0
55136.8,38695.8,9694.44,0.0,500.0,58195.8,-19500.0,279.75991,1
114153.66,128353.66,18212.17,13200.0,1000.0,127353.66,1000.0,397.865004,0
55602.1,41152.1,24537.58,0.0,500.0,60652.1,-19500.0,279.75991,1
73282.76,73282.76,11799.31,0.0,0.0,73282.76,0.0,406.692241,1
154062.48,176502.48,15610.66,16440.0,2500.0,174002.48,2500.0,599.862764,0
62343.5,66843.5,6184.78,0.0,2500.0,74343.5,-7500.0,315.757185,1
793084.11,665860.11,37264.38,35100.0,37500.0,828360.11,-162500.0,4586.485358,0
50489.13,52989.13,1188.01,0.0,1000.0,51989.13,1000.0,279.75991,1
58303.61,92059.61,5161.77,27960.0,2500.0,89559.61,2500.0,406.692241,0
59418.55,65218.55,6434.77,0.0,1000.0,64218.55,1000.0,315.757185,1
68794.76,83229.76,34448.21,0.0,2500.0,80729.76,2500.0,406.692241,1
113611.63,117120.63,8375.82,0.0,2500.0,114620.63,2500.0,315.757185,1
109360.52,129382.52,20298.2,11700.0,2500.0,126882.52,2500.0,584.805898,0
54249.04,64249.04,8771.6,6240.0,2500.0,61749.04,2500.0,315.757185,0
113655.66,142255.66,18328.04,11700.0,500.0,141755.66,500.0,584.805898,0
135495.16,169195.16,39912.18,31200.0,2500.0,166695.16,2500.0,397.865004,0
120561.7,144511.7,27295.65,21450.0,2500.0,142011.7,2500.0,397.865004,0
49763.13,67833.13,8601.22,7410.0,7500.0,60333.13,7500.0,315.757185,0
134048.47,89383.47,1944.07,12757.0,2500.0,186883.47,-97500.0,315.757185,0
159928.02,173218.02,15292.07,0.0,7500.0,165718.02,7500.0,528.710008,1
121876.94,138296.94,43844.71,13650.0,1000.0,137296.94,1000.0,397.865004,0
122849.5,160527.5,31424.19,29980.0,7500.0,153027.5,7500.0,397.865004,0
44675.31,49675.31,2889.19,0.0,1000.0,48675.31,1000.0,279.75991,1
96768.2,106928.2,38026.18,0.0,1000.0,105928.2,1000.0,497.702065,1
66203.57,116258.57,5606.89,10290.0,48545.0,77713.57,38545.0,315.757185,0
61013.35,73733.35,32574.09,0.0,12500.0,61233.35,12500.0,1061.323737,0
155449.83,204129.83,30991.65,24180.0,23500.0,180629.83,23500.0,937.391245,0
82468.16,96904.46,21561.24,5460.0,7500.0,89404.46,7500.0,797.771637,0
35339.86,42839.86,10374.75,0.0,7500.0,35339.86,7500.0,448.429969,1
65621.0,66786.0,23467.46,0.0,1000.0,65786.0,1000.0,506.130362,1
53435.05,74071.05,21264.61,0.0,12500.0,61571.05,12500.0,651.891077,1
554026.56,145932.56,59324.63,14490.0,53700.0,595232.56,-449300.0,637.741809,0
78758.09,124058.09,471.32,0.0,22500.0,101558.09,22500.0,847.474581,0
167605.57,814239.17,34088.86,13596.0,2500.0,811739.17,2500.0,6173.237494,0
70198.58,89683.58,22149.94,0.0,7500.0,82183.58,7500.0,1061.323737,0
85611.01,93461.01,15682.98,0.0,2500.0,90961.01,2500.0,651.891077,1
70918.81,94678.81,30664.82,6540.0,12500.0,82178.81,12500.0,797.771637,0
110254.24,152008.23,29433.03,8565.0,24200.0,127808.23,24200.0,937.391245,0
63531.0,109661.0,32471.22,4500.0,27100.0,82561.0,27100.0,847.474581,0
69366.58,80356.57,22576.21,0.0,7500.0,72856.57,7500.0,651.891077,1
48459.35,102578.35,15110.42,7119.0,7500.0,95078.35,7500.0,797.771637,0
67502.52,85302.52,10734.41,0.0,2500.0,82802.52,2500.0,506.130362,1
79666.85,104010.85,17224.01,0.0,22000.0,82010.85,22000.0,847.474581,1
123041.38,160323.38,41797.51,14508.0,7500.0,152823.38,7500.0,637.741809,0
87980.89,185110.89,37865.86,0.0,20500.0,164610.89,20500.0,961.526047,0
48574.38,73374.38,13332.09,0.0,17500.0,55874.38,17500.0,651.891077,1
50226.97,76350.97,30528.85,0.0,22500.0,53850.97,22500.0,651.891077,1
91974.66,124547.36,17466.24,0.0,12500.0,112047.36,12500.0,847.474581,1
43099.41,58599.41,32545.84,0.0,2500.0,56099.41,2500.0,651.891077,1
81935.34,93435.34,15611.41,0.0,7500.0,85935.34,7500.0,651.891077,1
107054.25,146058.25,0.0,18698.0,7500.0,138558.25,7500.0,669.927034,0
47830.67,56551.67,0.0,0.0,2500.0,54051.67,2500.0,354.483032,1
74949.69,100302.97,10457.53,5850.0,13000.0,87302.97,13000.0,400.095082,0
83414.19,104363.19,25912.93,12350.0,2500.0,101863.19,2500.0,400.095082,0
87644.98,113004.98,3005.75,12740.0,8120.0,104884.98,8120.0,400.095082,0
83587.7,113117.7,0.0,25350.0,2500.0,110617.7,2500.0,838.974382,0
77920.92,105860.92,7848.25,8000.0,2500.0,103360.92,2500.0,400.095082,0
50101.66,60751.66,6403.27,5850.0,2500.0,58251.66,2500.0,354.483032,0
84110.05,88737.71,0.0,0.0,2500.0,86237.71,2500.0,515.318648,0
73068.73,91265.73,3398.52,8300.0,7500.0,83765.73,7500.0,515.318648,0
93229.65,96809.65,4379.53,0.0,2500.0,94309.65,2500.0,400.095082,1
55727.15,58227.15,5797.74,0.0,2500.0,55727.15,2500.0,515.318648,1
95482.25,106082.25,2500.0,0.0,4600.0,101482.25,4600.0,400.095082,1
51508.65,61944.84,9092.26,6240.0,2500.0,59444.84,2500.0,400.095082,0
118029.57,156819.57,27721.16,15290.0,19000.0,137819.57,19000.0,741.005985,0
86258.07,134502.07,2600.0,9000.0,25000.0,109502.07,25000.0,400.095082,0
58304.31,71640.7,0.0,0.0,7500.0,64140.7,7500.0,515.318648,1
104629.58,149934.58,9668.56,15600.0,18900.0,131034.58,18900.0,4476.199035,0
56483.75,69848.75,2837.1,5850.0,2500.0,67348.75,2500.0,400.095082,0
173917.77,136059.77,26251.73,0.0,2500.0,178559.77,-42500.0,400.095082,1
77361.12,98664.12,4074.93,9300.0,10500.0,88164.12,10500.0,400.095082,0
134149.65,165559.65,31787.07,15210.0,15700.0,149859.65,15700.0,741.005985,0
75731.07,86713.07,0.0,0.0,2500.0,84213.07,2500.0,400.095082,1
110435.13,134700.13,19327.5,21450.0,2500.0,132200.13,2500.0,966.460762,0
171748.96,227758.96,93404.47,36010.0,13000.0,214758.96,13000.0,741.005985,0
85545.17,174325.17,6752.58,24200.0,45080.0,129245.17,45080.0,578.97244,0
119309.55,242029.55,28810.49,22600.0,87500.0,154529.55,87500.0,5022.504919,0
63868.29,87238.29,4085.9,0.0,2500.0,84738.29,2500.0,345.775009,1
173267.45,414917.45,27755.64,25950.0,210370.0,226047.45,188870.0,5902.787764,0
153697.13,188447.13,14037.36,8200.0,22100.0,166347.13,22100.0,640.40115,0
24799.49,27949.49,16193.49,0.0,2500.0,25449.49,2500.0,306.355611,1
99894.33,240484.33,13832.34,20000.0,87500.0,152984.33,87500.0,640.40115,0
104316.95,145858.95,10435.24,12300.0,24978.0,120880.95,24978.0,578.97244,0
105181.91,208631.91,6310.33,11700.0,85380.0,130251.91,78380.0,7113.045724,0
2853783.24,657216.84,72434.07,70500.0,152380.0,2994836.84,-2337620.0,5022.504919,0
323228.1,229528.1,18409.16,24800.0,68700.0,360828.1,-131300.0,640.40115,0
52555.86,74275.56,4380.3,0.0,12500.0,61775.56,12500.0,345.775009,1
138213.07,151887.75,23446.33,1335.9,2500.0,149387.75,2500.0,578.97244,1
61831.86,88701.86,6213.9,6450.0,19640.0,69061.86,19640.0,445.354912,0
50545.34,61245.34,9635.25,0.0,7500.0,53745.34,7500.0,345.775009,1
42872.56,51872.56,19335.56,0.0,2500.0,49372.56,2500.0,306.355611,1
267904.67,649077.67,22473.49,59800.0,275000.0,374077.67,275000.0,5902.787764,0
54785.11,67565.11,5847.73,0.0,10780.0,56785.11,10780.0,345.775009,1
63622.38,146122.38,4928.99,0.0,67500.0,78622.38,67500.0,3868.474843,1
41123.32,60961.32,27309.6,0.0,12500.0,48461.32,12500.0,306.355611,1
42845.1,67345.1,6983.65,0.0,12500.0,54845.1,12500.0,345.775009,1
109168.75,210520.75,21191.99,20000.0,7500.0,203020.75,7500.0,656.889415,0
85582.28,132479.28,12597.99,13200.0,18447.0,114032.28,18447.0,578.97244,0
114444.0,213372.0,19554.76,22230.0,47695.0,165677.0,47695.0,7113.045724,0
122968.83,206049.83,30763.43,13650.0,12500.0,193549.83,12500.0,640.40115,0
154777.82,169077.82,21891.97,12300.0,2000.0,167077.82,2000.0,857.306757,0
148370.98,162250.98,31193.34,11380.0,2500.0,159750.98,2500.0,674.239041,0
121807.48,128987.48,35853.97,5680.0,1500.0,127487.48,1500.0,857.306757,0
87583.41,126249.81,35727.84,0.0,30000.0,96249.81,30000.0,594.264139,1
88821.5,90321.5,17802.4,0.0,1500.0,88821.5,1500.0,744.218943,0
81815.46,104335.46,29690.46,5520.0,7000.0,97335.46,7000.0,594.264139,0
117539.9,157537.9,37281.91,9940.0,30058.0,127479.9,30058.0,447.195817,0
87123.06,102763.06,10526.75,6640.0,6000.0,96763.06,6000.0,354.907546,0
157592.22,168687.22,17757.5,5095.0,3000.0,165687.22,3000.0,447.195817,0
108782.58,125782.58,47988.0,0.0,17000.0,108782.58,17000.0,744.218943,0
91860.93,115260.93,0.0,6900.0,16500.0,98760.93,16500.0,744.218943,0
68185.54,80325.54,863.58,0.0,12140.0,68185.54,12140.0,354.907546,0
143484.43,189084.43,29435.9,5100.0,33500.0,2405584.43,-2216500.0,447.195817,0
58993.2,59593.2,3502.5,0.0,600.0,58993.2,600.0,314.447012,1
120769.49,131269.49,19338.62,0.0,500.0,130769.49,500.0,594.264139,1
116093.11,125093.11,27446.64,8000.0,1000.0,124093.11,1000.0,857.306757,0
116277.76,169242.76,900.16,17965.0,35000.0,134242.76,35000.0,3970.648194,0
76965.15,77665.15,20472.04,0.0,700.0,76965.15,700.0,559.411558,0
94003.27,102703.27,11330.85,6700.0,2000.0,100703.27,2000.0,559.411558,0
125086.88,142846.88,27869.59,8260.0,3500.0,139346.88,3500.0,447.195817,0
130648.77,182948.77,48023.35,10300.0,32000.0,150948.77,32000.0,447.195817,0
59706.39,65706.39,13515.64,0.0,2000.0,63706.39,2000.0,354.907546,1
125928.5,210928.5,19363.72,0.0,85000.0,125928.5,85000.0,657.315292,0
47233.43,47683.43,3140.67,0.0,450.0,47233.43,450.0,314.447012,1
129128.58,134128.58,18195.23,0.0,2000.0,132128.58,2000.0,857.306757,0
130212.41,192682.21,44014.05,11260.0,43000.0,149682.21,43000.0,373.073561,0
51654.76,61681.76,14357.99,0.0,4500.0,57181.76,4500.0,381.350763,0
47854.83,82301.83,8748.07,0.0,17600.0,64701.83,17600.0,296.081978,1
55795.19,71495.19,5160.87,12300.0,3000.0,68495.19,3000.0,381.350763,0
33463.22,39055.46,2740.4,0.0,3500.0,35555.46,3500.0,262.327737,1
87340.11,143126.11,12521.47,11400.0,8000.0,135126.11,8000.0,495.765458,0
65591.7,82916.26,0.0,10850.0,5000.0,77916.26,5000.0,381.350763,0
93965.06,125625.06,17186.12,21840.0,8200.0,117425.06,8200.0,495.765458,0
75915.07,96220.07,15517.37,0.0,15000.0,81220.07,15000.0,296.081978,1
82830.13,145229.37,22722.66,21900.0,25000.0,120229.37,25000.0,495.765458,0
105593.21,173675.21,28382.11,31200.0,11000.0,162675.21,11000.0,548.365946,0
98408.32,146582.88,9566.07,20700.0,11000.0,135582.88,11000.0,495.765458,0
129278.71,155098.71,12785.56,12120.0,8200.0,146898.71,8200.0,495.765458,0
71214.65,125594.67,15763.63,0.0,50000.0,75594.67,50000.0,548.365946,0
31444.07,51944.07,1850.0,0.0,15500.0,36444.07,15500.0,262.327737,1
34961.73,40997.73,7616.68,0.0,4000.0,36997.73,4000.0,262.327737,1
65407.47,74087.47,14309.17,0.0,4800.0,69287.47,4800.0,381.350763,1
72013.72,78013.72,10492.48,0.0,6000.0,72013.72,6000.0,381.350763,1
30582.12,47152.12,19663.53,0.0,3500.0,43652.12,3500.0,262.327737,1
41561.09,47372.09,13324.47,0.0,3000.0,44372.09,3000.0,381.350763,1
61769.88,97074.88,19881.36,0.0,27000.0,70074.88,27000.0,495.765458,1
27314.71,41214.71,24052.02,0.0,11000.0,30214.71,11000.0,262.327737,1
81699.3,94697.3,16592.47,7150.0,5000.0,89697.3,5000.0,466.689657,0
57010.53,94710.53,11043.69,13800.0,13000.0,81710.53,13000.0,296.081978,0
96863.84,249636.84,34926.85,80000.0,62800.0,186836.84,62800.0,5054.469051,0
84178.75,105278.75,14429.46,18600.0,500.0,104778.75,500.0,615.510877,0
84554.84,138454.84,9926.14,18900.0,32000.0,106454.84,32000.0,723.232665,0
47725.81,50525.81,4875.78,0.0,0.0,50525.81,0.0,345.980617,1
48544.01,51138.01,7416.84,0.0,0.0,51138.01,0.0,345.980617,1
117838.37,127183.37,15345.1,7200.0,0.0,127183.37,0.0,653.85857,0
80600.72,83159.69,10921.37,0.0,0.0,83159.69,0.0,502.958528,1
48526.06,50624.06,6090.41,0.0,500.0,50124.06,500.0,345.980617,1
115579.3,129279.3,17692.67,13200.0,500.0,128779.3,500.0,492.041835,0
136797.61,152327.61,17610.52,12300.0,0.0,152327.61,0.0,723.232665,0
148188.61,187448.61,27023.66,12600.0,1500.0,185948.61,1500.0,723.232665,0
169095.56,202353.55,28442.13,27900.0,1000.0,201353.55,1000.0,741.853574,0
49009.16,49309.16,4919.27,0.0,300.0,49009.16,300.0,345.980617,1
77957.8,83147.8,11607.43,0.0,1500.0,81647.8,1500.0,502.958528,0
82353.63,123538.63,15239.12,6300.0,31300.0,92238.63,31300.0,723.232665,0
43915.64,47815.64,5324.07,0.0,1400.0,46415.64,1400.0,345.980617,1
42446.45,46846.45,3869.32,0.0,1700.0,45146.45,1700.0,345.980617,1
108225.11,119635.11,22289.22,9600.0,1600.0,118035.11,1600.0,818.851252,0
107924.09,111859.09,18506.61,0.0,1300.0,110559.09,1300.0,615.510877,0
60461.59,68434.59,8421.4,6600.0,700.0,67734.59,700.0,390.498644,0
74335.29,82335.29,6968.98,6900.0,1100.0,81235.29,1100.0,615.510877,0
35758.89,40858.89,7056.54,0.0,1400.0,39458.89,1400.0,345.980617,1
90365.95,145888.95,14154.72,12900.0,36133.0,109755.95,36133.0,653.85857,0
44197.13,49497.13,5296.18,0.0,2500.0,46997.13,2500.0,345.980617,1
97534.8,142434.8,15146.27,15600.0,24300.0,118134.8,24300.0,653.85857,0
98561.29,114676.29,15816.09,10800.0,2100.0,112576.29,2100.0,615.510877,0
107207.9,112977.9,7264.44,0.0,2500.0,110477.9,2500.0,584.678508,1
89337.74,98457.74,6751.22,0.0,2500.0,95957.74,2500.0,349.182798,0
97966.1,109446.1,13912.65,0.0,7480.0,101966.1,7480.0,584.678508,1
108328.28,147027.28,13785.31,15699.0,2500.0,144527.28,2500.0,584.678508,0
159644.2,176094.2,23891.3,8100.0,2500.0,173594.2,2500.0,663.363394,0
174906.64,207646.64,10921.44,5850.0,2500.0,205146.64,2500.0,439.982435,0
91624.28,103483.28,13348.01,0.0,10000.0,93483.28,10000.0,584.678508,1
85221.81,109901.81,3511.02,0.0,7500.0,102401.81,7500.0,349.182798,1
97692.44,116992.44,12236.29,14580.0,2500.0,114492.44,2500.0,550.388108,0
181913.47,250661.47,12202.47,6090.0,55753.0,194908.47,55753.0,4258.95876,0
180129.35,231834.35,41428.98,26250.0,2500.0,229334.35,2500.0,439.982435,0
78723.07,82463.07,5198.03,0.0,2500.0,79963.07,2500.0,449.744111,0
92900.11,106159.51,18931.05,0.0,11560.0,94599.51,11560.0,584.678508,1
144641.82,193711.82,9582.33,10130.0,2500.0,191211.82,2500.0,439.982435,0
73351.49,76611.49,3111.42,0.0,1000.0,75611.49,1000.0,349.182798,1
185569.76,202148.76,9340.34,10599.0,2500.0,199648.76,2500.0,439.982435,0
102753.99,120445.99,6279.29,12102.0,5000.0,115445.99,5000.0,584.678508,0
64486.36,68726.36,4056.0,0.0,2500.0,66226.36,2500.0,349.182798,1
67436.36,71381.36,3582.91,0.0,2500.0,68881.36,2500.0,349.182798,1
199540.04,232790.04,12143.69,10500.0,2500.0,230290.04,2500.0,4258.95876,0
131185.87,183344.87,3600.4,5850.0,7500.0,175844.87,7500.0,7183.148414,0
81788.38,93878.38,10586.37,9195.0,2500.0,91378.38,2500.0,550.388108,0
120768.45,128247.45,11430.9,0.0,2500.0,125747.45,2500.0,584.678508,1
62252.95,71710.95,4183.16,0.0,9088.0,62622.95,9088.0,349.182798,1
73813.77,81373.77,6255.16,0.0,7120.0,74253.77,7120.0,349.182798,0
112742.99,141663.99,5018.49,16770.0,10000.0,131663.99,10000.0,1111.117651,0
152093.13,257079.13,15156.5,31200.0,60000.0,197079.13,60000.0,1111.117651,0
58352.41,69107.41,0.0,0.0,3000.0,66107.41,3000.0,681.703589,1
146838.06,227692.72,4557.03,24750.0,55000.0,172692.72,55000.0,1111.117651,0
48669.45,50781.22,0.0,0.0,1000.0,49781.22,1000.0,632.434471,1
91629.7,96725.38,0.0,0.0,3000.0,93725.38,3000.0,1133.044594,0
89017.54,95766.54,0.0,0.0,5000.0,90766.54,5000.0,729.654533,0
229481.75,291958.75,5379.56,21000.0,33865.0,258093.75,33865.0,10598.056867,0
79119.0,102769.0,0.0,13650.0,10000.0,92769.0,10000.0,681.703589,0
116727.49,128844.14,4484.68,0.0,3000.0,125844.14,3000.0,1111.117651,0
147024.5,162624.5,14348.13,0.0,12600.0,150024.5,12600.0,1007.594268,0
212292.98,296564.02,0.0,23400.0,52616.0,243948.02,52616.0,6090.070697,0
45984.44,50092.67,0.0,0.0,1000.0,49092.67,1000.0,548.967081,1
69286.79,120385.79,0.0,19500.0,20000.0,100385.79,20000.0,681.703589,0
120365.51,127138.51,0.0,0.0,5000.0,122138.51,5000.0,1047.297032,0
80332.79,90036.79,0.0,0.0,2000.0,88036.79,2000.0,632.434471,1
93856.92,96431.92,0.0,0.0,1000.0,95431.92,1000.0,681.703589,1
110215.02,138916.96,0.0,0.0,24600.0,114316.96,24600.0,1111.117651,0
123540.07,233760.07,0.0,42900.0,63685.0,170075.07,63685.0,1007.594268,0
196927.59,228586.69,14611.68,19500.0,10000.0,218586.69,10000.0,1007.594268,0
82302.28,102062.28,0.0,13650.0,5000.0,97062.28,5000.0,1047.297032,0
