potras,doxodsn,natdox,nalog,ssber,kvzv,dhpens
91422.29,150097.29,32476.96,17550.0,39700.0,938.840082,0
105885.37,125057.37,2766.08,9750.0,3000.0,579.174092,0
157420.67,171900.67,0.0,0.0,12500.0,6030.555265,1
149807.86,217974.86,2728.0,19589.0,46000.0,6030.555265,0
198619.8,223161.8,8938.38,19680.0,2000.0,994.832055,0
41403.05,43305.05,0.0,0.0,300.0,526.920249,1
75259.56,80193.15,8574.9,0.0,1000.0,579.174092,1
91760.8,106284.8,0.0,11700.0,1300.0,590.793539,0
162613.86,249851.86,25346.83,25740.0,59500.0,938.840082,0
54576.71,58190.71,10327.76,0.0,2000.0,526.920249,1
60082.02,63921.02,9348.8,0.0,800.0,579.174092,0
69770.5,72729.5,4623.66,0.0,1450.0,579.174092,1
133472.26,151847.26,24213.21,13430.0,2500.0,938.840082,0
177446.87,198516.87,2470.02,14040.0,2500.0,938.840082,0
89480.81,112730.81,11292.28,21450.0,1200.0,938.840082,0
98357.15,117707.15,2162.0,13350.0,1000.0,579.174092,0
118955.86,161174.86,2980.0,18135.0,12500.0,590.793539,0
151836.9,177955.9,2950.0,19500.0,2500.0,590.793539,0
82232.34,101128.34,1300.01,7800.0,7500.0,590.793539,0
59128.97,62786.91,0.0,0.0,2500.0,579.174092,1
60486.86,64477.86,1798.3,0.0,2500.0,579.174092,1
64272.21,84322.21,899.47,17550.0,2500.0,373.894814,0
108905.98,176356.23,58628.33,19500.0,2500.0,578.420732,0
77815.92,94285.92,4546.85,8970.0,2500.0,356.829996,0
85376.88,123218.88,14076.33,0.0,37842.0,363.988754,1
52202.7,68202.7,1550.01,10500.0,2500.0,373.894814,0
125713.64,177763.64,21363.78,31550.0,2500.0,612.917468,0
26931.33,44718.33,3374.04,6700.0,6500.0,373.894814,0
131496.24,237008.25,7299.07,19066.0,77500.0,578.420732,0
80336.98,113256.98,6235.57,7020.0,10900.0,578.420732,0
45993.74,73193.74,731.83,11700.0,2500.0,661.75955,0
38836.4,62186.4,7033.38,5850.0,2500.0,356.829996,0
139517.74,240267.74,11639.09,29250.0,41500.0,612.917468,0
92702.03,135692.03,33273.25,9750.0,15000.0,363.988754,0
69914.64,100414.64,4231.29,0.0,2500.0,356.829996,0
105167.2,123927.2,9415.37,13260.0,2500.0,594.205733,0
95295.62,139195.62,3160.86,23400.0,2500.0,578.420732,0
87265.26,156465.26,7998.15,11700.0,42500.0,578.420732,0
56684.68,71934.68,12326.6,9750.0,2500.0,594.205733,0
70850.99,89951.99,11141.32,6601.0,2500.0,356.829996,0
116861.29,179361.29,2144.15,0.0,42500.0,363.988754,1
47943.83,96693.83,8923.86,15750.0,18000.0,363.988754,0
112106.94,172636.94,7564.95,11530.0,39000.0,578.420732,0
34824.8,152224.8,4803.92,24900.0,2500.0,3715.433821,0
105779.76,131929.76,12108.69,13650.0,2500.0,381.77429,0
115438.05,132938.05,0.0,0.0,17500.0,578.420732,0
93997.04,96497.04,12945.21,0.0,2500.0,594.205733,0
118349.51,160849.51,2239.8,20000.0,2500.0,578.420732,0
42963.32,58263.32,8035.48,7800.0,2500.0,324.636328,0
153067.76,183567.76,8882.98,20000.0,2500.0,578.420732,0
25558.08,34058.08,2945.0,0.0,2500.0,324.636328,1
77948.11,82280.11,0.0,0.0,2500.0,1308.746402,0
106228.18,152492.18,0.0,16290.0,28144.0,1014.679271,0
50981.08,47286.08,7636.17,0.0,2500.0,569.484691,1
41883.28,45703.28,0.0,0.0,2500.0,569.484691,1
77214.17,104424.17,0.0,17550.0,7500.0,638.517644,0
66243.29,82059.29,0.0,13650.0,0.0,625.959582,0
119628.28,175818.28,3480.5,46800.0,7500.0,638.517644,0
74796.98,79185.98,0.0,0.0,2500.0,625.959582,1
106769.08,176633.28,27216.08,35880.0,32110.0,1014.679271,0
136689.62,141034.62,0.0,0.0,2500.0,638.517644,0
59339.19,63999.19,0.0,0.0,2500.0,625.959582,1
109791.92,114496.92,0.0,0.0,2500.0,1014.679271,0
85049.63,91763.63,13830.9,0.0,2500.0,655.895088,1
81520.77,94217.25,0.0,7410.0,3000.0,638.517644,0
51282.21,54862.21,9428.9,0.0,2500.0,569.484691,1
108413.8,132243.8,7808.41,19500.0,2500.0,1014.679271,0
176322.3,231442.3,0.0,30000.0,12370.0,1014.679271,0
90006.24,102181.24,4628.4,8580.0,2500.0,1160.874187,0
146110.28,192629.28,0.0,24180.0,14500.0,669.71745,0
84293.76,89133.76,0.0,0.0,2500.0,625.959582,1
91653.88,112793.88,4714.45,11310.0,8000.0,625.959582,0
118478.83,146808.83,0.0,25350.0,2500.0,1075.194257,0
270903.15,310083.15,0.0,30030.0,7500.0,9095.247727,0
73270.32,76990.32,0.0,0.0,2500.0,655.895088,0
134186.45,183826.45,0.0,46800.0,500.0,669.71745,0
104743.0,109383.0,12376.53,0.0,2500.0,1308.746402,0
171539.72,218904.72,0.0,15990.0,29500.0,7687.653429,0
62521.22,67228.22,2152.65,0.0,2500.0,625.959582,1
94326.51,110186.51,0.0,10530.0,2500.0,1308.746402,0
114280.52,125495.52,8265.51,6630.0,2500.0,1014.679271,0
105693.61,117369.61,16899.28,4900.0,2500.0,445.419064,0
86994.24,97180.24,12618.86,0.0,7500.0,445.419064,1
48978.5,52750.5,2590.0,0.0,2500.0,397.262848,1
62398.87,84433.87,14729.74,0.0,7500.0,457.541273,1
76368.15,80308.15,0.0,0.0,2500.0,436.658773,1
194255.86,211596.86,9769.11,8600.0,2500.0,707.823025,0
127420.32,144080.32,1000.0,12600.0,2500.0,445.419064,0
123113.09,127317.09,0.0,0.0,2500.0,445.419064,1
68435.85,83176.85,8270.72,9360.0,2500.0,436.658773,0
245109.95,279056.95,6616.26,8400.0,7500.0,6344.690334,0
157424.38,174808.38,0.0,13000.0,2500.0,750.037252,0
49287.04,53011.04,0.0,0.0,2500.0,397.262848,1
83804.46,97933.46,1300.0,9000.0,2500.0,436.658773,0
62132.02,66798.02,0.0,0.0,2500.0,436.658773,1
57373.01,62003.01,0.0,0.0,2500.0,436.658773,1
104716.16,116138.16,13370.0,6500.0,2500.0,707.823025,0
213803.91,236966.91,30000.0,13500.0,7500.0,750.037252,0
235842.61,259439.61,0.0,19000.0,2500.0,9163.340435,0
123538.02,175148.02,0.0,9600.0,39700.0,750.037252,0
86384.05,91290.05,15109.79,0.0,2500.0,457.541273,1
54875.34,89469.34,0.0,0.0,7500.0,436.658773,1
69885.46,74404.46,0.0,0.0,2500.0,457.541273,0
83318.06,97474.06,1980.0,0.0,2500.0,436.658773,1
161470.63,178490.63,10773.39,8700.0,2500.0,750.037252,0
145127.7,156720.7,7141.32,5500.0,2500.0,445.419064,0
57564.48,81828.48,0.0,0.0,2500.0,436.658773,1
158248.59,214028.59,8688.66,11000.0,37000.0,707.823025,0
68693.44,80308.44,5324.17,0.0,2500.0,436.658773,1
118056.41,134632.41,0.0,12300.0,2500.0,707.823025,0
117445.55,131775.55,8821.93,7400.0,2500.0,445.419064,0
75606.3,231843.3,0.0,17931.0,38306.0,4542.040646,0
50706.2,159983.99,0.0,8966.0,67500.0,4542.040646,0
69474.21,83181.21,0.0,11207.0,2500.0,457.078641,0
27495.95,31345.95,0.0,0.0,2500.0,396.861165,1
31902.31,95715.35,0.0,0.0,62500.0,436.217255,1
31150.84,40787.84,0.0,0.0,2500.0,396.861165,1
41394.41,95318.41,1541.14,0.0,52646.0,436.217255,1
54843.28,99690.28,0.0,13448.0,26549.0,444.968689,0
82612.9,95829.9,3700.0,0.0,7500.0,444.968689,1
43347.48,74437.48,0.0,0.0,19500.0,436.217255,1
83313.84,111000.83,0.0,17931.0,7500.0,707.107327,0
33845.97,54167.97,0.0,6721.0,12500.0,457.078641,0
84592.1,127303.1,7115.31,22414.0,17662.0,444.968689,0
42236.48,91841.48,0.0,12552.0,35988.0,436.217255,0
46819.22,55420.22,0.0,0.0,7500.0,457.078641,0
87243.13,161623.13,0.0,14943.0,57947.0,444.968689,0
93529.93,150047.59,0.0,34966.0,19230.0,444.968689,0
66935.06,70962.06,0.0,0.0,2500.0,436.217255,1
150243.15,176024.8,0.0,12103.0,12000.0,466.711137,0
320340.16,382919.16,9300.0,21380.0,17500.0,6338.275051,0
107325.62,104521.62,0.0,10310.0,21572.0,444.968689,0
36248.36,64837.6,0.0,0.0,7500.0,436.217255,1
78639.74,110902.71,0.0,17931.0,12500.0,707.107327,0
53604.03,57241.03,0.0,0.0,2500.0,457.078641,0
102186.31,130704.31,1173.05,10759.0,17500.0,707.107327,0
45450.37,71584.37,3799.93,0.0,20350.0,436.217255,1
81748.48,109294.47,0.0,0.0,15500.0,444.968689,1
82695.63,149999.63,13000.0,12103.0,53815.0,707.107327,0
84691.33,111048.64,0.0,11207.0,7500.0,444.968689,0
102237.89,131440.89,0.0,24655.0,2500.0,707.107327,0
292528.55,313388.55,3000.0,18000.0,2500.0,11433.492574,0
76149.82,85600.82,4160.0,0.0,3000.0,570.893856,1
87131.25,92373.25,9000.0,0.0,1000.0,555.768455,0
71872.55,118835.55,0.0,14400.0,7000.0,544.837864,0
95278.26,104765.26,2500.0,0.0,2000.0,544.837864,1
56796.4,68156.4,5700.0,7800.0,2000.0,544.837864,0
105158.83,115432.83,0.0,0.0,3000.0,544.837864,1
70467.54,77171.54,3230.0,0.0,2000.0,570.893856,1
90631.83,149417.83,1500.0,23400.0,34000.0,883.181124,0
78552.27,84968.27,2800.0,0.0,1000.0,570.893856,1
95484.23,105262.78,5900.0,0.0,3000.0,555.768455,1
81121.34,106893.14,6250.0,0.0,800.0,555.768455,0
64419.71,77697.71,0.0,0.0,2000.0,544.837864,1
56116.32,60862.32,0.0,0.0,3000.0,544.837864,1
119705.87,143969.87,5500.0,9750.0,13200.0,582.924898,0
88784.59,101183.59,6350.0,6000.0,1000.0,555.768455,0
96267.47,104438.54,6200.0,0.0,2000.0,555.768455,1
99474.02,107510.02,8050.0,0.0,1000.0,555.768455,1
142588.49,168754.48,6400.0,18100.0,2000.0,555.768455,0
91182.08,97958.08,9200.0,0.0,5000.0,555.768455,1
102296.76,122800.76,3500.0,7800.0,11000.0,555.768455,0
71696.71,80827.91,9290.0,0.0,1500.0,570.893856,1
63095.67,66825.67,3655.17,0.0,1000.0,544.837864,1
67154.85,76784.85,9700.0,0.0,2500.0,544.837864,1
128086.77,148876.77,4780.0,17550.0,1500.0,883.181124,0
79686.01,96564.01,0.0,10530.0,1500.0,544.837864,0
74892.78,76524.78,9200.0,0.0,0.0,544.837864,1
131887.5,153586.5,1600.0,15600.0,500.0,5673.034928,0
58324.33,58324.33,54215.0,0.0,0.0,495.681881,1
68001.59,80301.59,4000.0,7800.0,500.0,544.837864,0
51066.13,79594.13,0.0,23400.0,2500.0,774.20422,0
90025.36,96499.48,9625.32,0.0,2500.0,753.692265,1
77667.6,125758.6,0.0,23400.0,23200.0,753.692265,0
30348.17,34375.17,0.0,0.0,2500.0,672.207277,1
104916.6,107416.6,0.0,0.0,2500.0,753.692265,0
39469.75,59496.75,0.0,12000.0,2500.0,672.207277,0
216727.21,224454.57,10760.78,800.0,2500.0,1197.705224,1
115687.84,127388.84,0.0,8100.0,2500.0,738.869003,0
21801.16,25330.16,0.0,0.0,2500.0,672.207277,1
161596.11,180996.11,14480.3,0.0,19000.0,790.519834,0
84384.2,96949.2,0.0,9000.0,2500.0,738.869003,0
69171.29,118270.29,0.0,15000.0,32500.0,738.869003,0
194694.11,218725.11,12821.86,12000.0,6500.0,1269.13579,0
57726.99,71478.55,0.0,9000.0,2500.0,774.20422,0
48310.08,52940.08,0.0,0.0,2500.0,672.207277,1
37207.56,41234.56,0.0,0.0,2500.0,672.207277,1
62274.57,114301.57,0.0,15000.0,34000.0,738.869003,0
75078.31,81462.31,0.0,0.0,2500.0,738.869003,0
102859.26,109623.16,18128.21,0.0,4702.9,1370.270506,0
77150.61,123255.61,0.0,27300.0,16000.0,1370.270506,0
23182.84,28768.84,0.0,0.0,2500.0,672.207277,1
82310.69,123913.97,0.0,11700.0,26500.0,753.692265,0
40279.6,51880.6,1200.0,0.0,2500.0,672.207277,1
38022.58,41587.58,0.0,0.0,2500.0,672.207277,1
87209.24,97079.24,7281.36,0.0,2500.0,1370.270506,0
76150.57,120093.24,0.0,15000.0,24951.67,753.692265,0
40155.38,52110.18,4600.0,0.0,8866.21,672.207277,1
119963.55,126854.01,7169.04,0.0,2500.0,753.692265,1
43474.92,47891.92,0.0,0.0,2500.0,774.20422,1
44835.54,49422.09,0.0,0.0,2500.0,672.207277,1
98330.04,101289.94,9309.06,0.0,2000.0,461.774347,1
73710.54,81210.54,2520.62,7500.0,0.0,946.482091,0
93810.47,104610.47,4049.24,7800.0,15000.0,461.774347,0
30938.35,33438.35,2174.83,0.0,2500.0,474.34167,1
110417.35,130756.75,2913.3,7800.0,12500.0,461.774347,0
65331.88,127735.28,4049.24,7800.0,54550.0,733.813485,0
82593.81,113343.81,4734.57,6200.0,0.0,461.774347,0
32754.91,41104.91,0.0,5850.0,2500.0,411.84989,0
61482.29,92722.49,5377.6,5850.0,25300.0,461.774347,0
23082.26,25082.26,7615.41,0.0,2000.0,946.482091,0
29294.09,30794.09,4241.15,0.0,1000.0,411.84989,1
82480.8,148197.8,5364.74,38317.0,24500.0,461.774347,0
38983.38,70883.38,3273.13,10800.0,21100.0,474.34167,0
145614.89,158001.89,5568.99,11700.0,300.0,461.774347,0
144651.38,202651.38,5540.0,10500.0,47500.0,484.337968,0
30319.62,30319.62,890.42,0.0,0.0,411.84989,1
102513.78,112813.78,4151.88,7800.0,2500.0,753.839127,0
88190.35,102121.03,4366.26,10530.0,2500.0,839.541278,0
119439.83,172339.83,3586.29,15600.0,37300.0,777.57777,0
90567.11,118567.11,17335.16,19500.0,7500.0,753.839127,0
81536.93,120036.59,5592.52,15600.0,22300.0,733.813485,0
67963.3,82483.3,6902.85,7020.0,7500.0,946.482091,0
64313.48,64313.48,2721.4,0.0,0.0,474.34167,0
27022.14,28022.14,3790.54,0.0,1000.0,411.84989,1
66247.98,83887.98,8563.75,10140.0,7500.0,753.839127,0
45228.92,54046.92,5702.97,5850.0,2500.0,474.34167,0
41257.66,54557.66,4241.15,10800.0,2500.0,474.34167,0
50020.59,80720.59,5961.68,5200.0,25500.0,474.34167,0
90466.36,116366.36,5185.7,15600.0,10300.0,733.813485,0
40629.7,50929.7,2847.6,7800.0,2500.0,474.34167,0
63793.61,67856.49,0.0,0.0,2500.0,591.531949,0
39341.84,45907.44,0.0,0.0,2500.0,538.163165,1
44134.34,53303.78,0.0,0.0,7500.0,619.82101,0
55395.77,73594.61,0.0,9600.0,2500.0,1236.765652,0
100633.3,133198.9,0.0,27000.0,2500.0,603.399322,0
44829.39,50322.11,5556.69,0.0,2500.0,538.163165,1
56036.8,71739.04,0.0,0.0,7500.0,619.82101,1
105318.49,162081.37,0.0,47700.0,7500.0,958.872145,0
49708.08,63735.44,0.0,0.0,12500.0,591.531949,1
43396.36,47459.24,0.0,0.0,2500.0,538.163165,1
61540.7,85975.14,3777.42,18600.0,2500.0,619.82101,0
48572.29,63435.17,8226.23,9600.0,2500.0,1236.765652,0
83194.17,87754.33,0.0,0.0,2500.0,619.82101,1
45607.21,63959.45,0.0,13650.0,2500.0,619.82101,0
60392.48,67461.3,0.0,0.0,2500.0,619.82101,1
91253.58,113237.48,0.0,7767.0,2500.0,603.399322,0
92154.37,97727.1,5608.89,0.0,2500.0,603.399322,0
84158.73,94810.97,1707.41,5100.0,2500.0,1097.026375,0
46811.33,57792.13,0.0,0.0,2500.0,538.163165,1
60148.45,106534.11,2058.68,0.0,21500.0,603.399322,1
100719.36,105315.04,0.0,0.0,2500.0,603.399322,0
64900.6,69496.28,0.0,0.0,2500.0,619.82101,0
79304.46,87071.31,7909.03,0.0,2500.0,619.82101,1
32717.14,37744.5,0.0,0.0,2500.0,538.163165,1
125702.2,286316.74,0.0,43149.0,115831.66,8595.011204,0
51836.8,55864.16,0.0,0.0,2500.0,1236.765652,0
52712.25,68060.13,0.0,0.0,7500.0,619.82101,0
43604.61,51276.77,0.0,0.0,2500.0,538.163165,1
85941.01,158911.65,0.0,22800.0,43450.0,958.872145,0
186879.72,227423.16,0.0,7500.0,26374.0,958.872145,0
177276.22,211926.22,0.0,16080.0,2500.0,370.344857,0
157934.79,177389.79,1000.0,10440.0,2500.0,3780.314072,0
139538.57,150952.57,16764.54,0.0,2500.0,588.521325,0
82105.68,91120.68,0.0,0.0,2500.0,363.06109,1
181565.83,227995.83,11138.49,10680.0,33800.0,588.521325,0
85194.43,96086.43,0.0,4200.0,2500.0,363.06109,0
155642.77,170782.77,17180.92,30600.0,2500.0,623.620455,0
155854.63,174104.63,0.0,13800.0,2500.0,370.344857,0
194818.04,226570.04,23999.0,22200.0,7500.0,623.620455,0
86958.34,91528.34,0.0,0.0,2500.0,380.423901,1
126560.36,149697.25,17046.25,17160.0,2500.0,588.521325,0
117298.97,124823.97,5190.0,0.0,2500.0,370.344857,0
145500.59,169040.64,23794.86,9660.0,2500.0,370.344857,0
158051.9,182336.9,8867.13,11730.0,7500.0,588.521325,0
113533.58,145685.58,4341.63,15600.0,7500.0,370.344857,0
226023.37,293675.37,10308.64,10770.0,67500.0,5868.85432,0
103374.52,110455.52,0.0,0.0,2500.0,370.344857,0
122024.14,157016.14,6000.0,10440.0,2500.0,3780.314072,0
61561.79,87321.79,4547.08,0.0,2500.0,363.06109,1
172732.76,191984.76,3300.0,14700.0,2500.0,588.521325,0
126806.96,144471.96,0.0,13650.0,2500.0,370.344857,0
90146.54,92716.54,2500.0,0.0,2500.0,363.06109,1
76523.17,81063.17,0.0,0.0,2500.0,363.06109,1
137777.38,193852.38,15026.97,17880.0,32100.0,588.521325,0
71412.48,84982.48,9044.74,0.0,2500.0,363.06109,1
165513.99,196598.99,1700.0,17055.0,2500.0,370.344857,0
173631.05,196491.05,20000.0,13560.0,7500.0,4458.894657,0
164982.97,180412.97,0.0,10800.0,2500.0,588.521325,0
111870.41,127162.41,0.0,10800.0,2500.0,370.344857,0
188731.99,258696.99,5685.44,16965.0,43930.0,623.620455,0
128170.03,147040.03,9516.42,0.0,12000.0,1368.936795,1
79255.8,79855.8,6622.78,0.0,200.0,1342.013195,1
140797.64,158297.64,6205.56,7020.0,3000.0,1368.936795,0
72698.66,80398.66,5697.73,0.0,4000.0,1342.013195,1
98360.88,122100.88,4717.09,6240.0,9000.0,1342.013195,0
126523.99,134843.99,10002.57,0.0,1000.0,1368.936795,1
95171.1,102571.1,8906.35,0.0,1500.0,1342.013195,1
160752.22,204195.22,13144.28,23790.0,1000.0,2175.400792,0
95902.38,101892.38,7126.95,4290.0,100.0,1342.013195,0
143424.19,170824.19,6136.44,13260.0,4000.0,1368.936795,0
198038.74,334072.74,15536.58,43500.0,70000.0,21693.539045,0
119879.82,131509.82,4692.66,8580.0,200.0,2175.400792,0
132661.97,144041.97,13489.98,0.0,6000.0,1368.936795,1
124430.56,137650.56,13790.06,0.0,3000.0,1368.936795,1
170369.98,194902.98,24459.35,18603.0,300.0,2305.140653,0
81055.13,84035.13,10769.27,0.0,150.0,1342.013195,1
92551.98,102571.98,4184.26,6120.0,500.0,1342.013195,0
189690.55,249510.55,17961.74,31200.0,3000.0,2305.140653,0
146910.19,164960.19,5910.66,9750.0,2700.0,1368.936795,0
138234.55,149444.55,12689.71,0.0,2000.0,1368.936795,1
85838.82,88818.82,6006.81,0.0,400.0,1342.013195,1
205226.95,304126.95,18528.8,39000.0,43700.0,28162.319286,0
101855.19,123155.19,4812.87,0.0,17000.0,1342.013195,1
74740.12,76340.12,4133.38,0.0,300.0,1342.013195,1
174416.13,191376.13,7619.74,13260.0,300.0,1435.826978,0
152294.24,175194.24,16129.97,0.0,12000.0,1368.936795,1
138879.33,151549.33,13234.03,0.0,3000.0,1368.936795,1
91248.99,112518.99,4755.25,0.0,10000.0,1342.013195,1
79227.08,117044.08,3817.34,0.0,25000.0,1342.013195,1
204781.89,234841.89,7558.89,15990.0,200.0,2305.140653,0
48802.6,63211.4,8115.65,6240.0,8050.0,1143.330129,0
85082.27,129263.16,10026.13,15900.0,17800.0,1768.74839,0
118083.8,143621.3,13615.48,7800.0,17500.0,1768.74839,0
104846.36,124986.36,19213.0,12000.0,8140.0,1817.017225,0
60088.69,63193.67,8554.62,0.0,2500.0,1143.330129,0
119788.24,145660.44,7579.96,15600.0,7500.0,1113.038463,0
126136.34,171556.34,24009.56,9750.0,28900.0,1167.424718,0
85865.54,91499.51,9450.71,0.0,2500.0,1143.330129,1
88598.78,118798.78,6077.74,11700.0,12500.0,1113.038463,0
44844.35,67844.35,18133.07,0.0,7500.0,1143.330129,1
38058.7,43558.7,3479.97,0.0,2500.0,992.702975,1
80416.76,94250.76,13212.12,6000.0,7500.0,2281.354471,0
66284.38,76959.87,11794.41,7800.0,2500.0,2281.354471,0
128796.68,131296.68,13328.34,0.0,2500.0,1167.424718,0
47492.25,54992.25,4613.58,0.0,7500.0,992.702975,1
49939.3,71614.3,15771.09,7800.0,13600.0,2281.354471,0
67489.83,89482.83,13552.06,11700.0,7500.0,1091.147749,0
113069.94,152355.84,16157.67,23400.0,12500.0,1113.038463,0
44729.03,47379.03,8075.2,0.0,2500.0,992.702975,1
80571.01,85411.01,13596.06,2340.0,2500.0,1143.330129,0
84585.61,102101.61,13483.68,14820.0,2500.0,2281.354471,0
89618.4,112743.4,3616.85,0.0,12500.0,1091.147749,1
39101.57,41786.56,4869.99,0.0,2500.0,992.702975,1
56297.54,66093.48,12093.91,0.0,7500.0,1143.330129,0
86440.26,115046.34,9574.68,15926.08,12500.0,1113.038463,0
70809.78,99004.77,8805.15,13260.0,7500.0,1113.038463,0
43042.32,45828.31,3430.15,0.0,2500.0,992.702975,1
100274.62,108114.62,10157.97,0.0,7500.0,1113.038463,1
36297.48,46066.97,3875.61,7020.0,2500.0,992.702975,0
94465.01,122733.99,7881.21,14040.0,7500.0,1113.038463,0
71720.34,100390.34,18074.33,14760.0,4000.0,2453.893047,0
154868.86,151833.86,17167.83,7140.0,5000.0,1902.518627,0
60197.25,61297.25,16803.25,0.0,500.0,1229.800055,0
69829.16,78423.76,15876.51,0.0,1500.0,1229.800055,1
61359.08,64509.08,20590.17,0.0,2400.0,2453.893047,0
105070.65,109071.65,16975.32,3711.0,800.0,1197.217433,0
60830.01,64279.01,8276.9,0.0,1000.0,1173.671127,1
48279.74,58409.74,2280.37,0.0,1500.0,1067.780986,1
126046.79,135425.39,17697.37,7020.0,1800.0,2176.633373,0
108584.06,120444.86,31776.99,10080.0,1000.0,2176.633373,0
31344.76,40544.76,2578.81,0.0,600.0,1067.780986,1
84626.56,96233.56,15779.95,8607.0,3000.0,1197.217433,0
77914.18,101174.18,11084.88,6300.0,700.0,1197.217433,0
67824.64,81389.64,1818.58,8460.0,4000.0,1173.671127,0
58114.09,68634.09,6769.31,8520.0,2000.0,2453.893047,0
79813.67,92454.47,6404.24,0.0,1000.0,1197.217433,1
84297.02,111723.02,17725.15,21300.0,4000.0,2176.633373,0
112290.8,159280.8,11092.4,19260.0,4000.0,1197.217433,0
82648.01,94448.01,14797.91,9600.0,2000.0,1197.217433,0
40147.28,41287.28,6087.47,0.0,500.0,1067.780986,1
47125.18,61125.18,3688.44,0.0,2000.0,1173.671127,1
54628.6,59789.4,5355.88,0.0,500.0,1067.780986,0
86921.22,97521.22,22239.81,5280.0,3000.0,1954.438028,0
