potras,doxodsn,natdox,nalog,ssber,kvzv,dhpens
293922.23,287922.23,1048.87,0.0,4000.0,17053.544615,1
81965.93,159195.93,11651.56,29400.0,5000.0,1197.217433,0
49238.8,60418.8,5269.83,3600.0,1000.0,1173.671127,0
43658.26,55783.26,13807.79,0.0,1500.0,1229.800055,1
62917.63,166962.63,9788.9,23580.0,2000.0,1197.217433,0
50347.72,60781.72,7263.13,0.0,2100.0,1173.671127,1
47748.12,53008.12,15754.13,3900.0,800.0,1229.800055,0
55136.8,38695.8,9694.44,0.0,500.0,279.75991,1
114153.66,128353.66,18212.17,13200.0,1000.0,397.865004,0
55602.1,41152.1,24537.58,0.0,500.0,279.75991,1
73282.76,73282.76,11799.31,0.0,0.0,406.692241,1
154062.48,176502.48,15610.66,16440.0,2500.0,599.862764,0
62343.5,66843.5,6184.78,0.0,2500.0,315.757185,1
793084.11,665860.11,37264.38,35100.0,37500.0,4586.485358,0
50489.13,52989.13,1188.01,0.0,1000.0,279.75991,1
58303.61,92059.61,5161.77,27960.0,2500.0,406.692241,0
59418.55,65218.55,6434.77,0.0,1000.0,315.757185,1
68794.76,83229.76,34448.21,0.0,2500.0,406.692241,1
113611.63,117120.63,8375.82,0.0,2500.0,315.757185,1
109360.52,129382.52,20298.2,11700.0,2500.0,584.805898,0
54249.04,64249.04,8771.6,6240.0,2500.0,315.757185,0
113655.66,142255.66,18328.04,11700.0,500.0,584.805898,0
135495.16,169195.16,39912.18,31200.0,2500.0,397.865004,0
120561.7,144511.7,27295.65,21450.0,2500.0,397.865004,0
49763.13,67833.13,8601.22,7410.0,7500.0,315.757185,0
134048.47,89383.47,1944.07,12757.0,2500.0,315.757185,0
159928.02,173218.02,15292.07,0.0,7500.0,528.710008,1
121876.94,138296.94,43844.71,13650.0,1000.0,397.865004,0
122849.5,160527.5,31424.19,29980.0,7500.0,397.865004,0
44675.31,49675.31,2889.19,0.0,1000.0,279.75991,1
96768.2,106928.2,38026.18,0.0,1000.0,497.702065,1
66203.57,116258.57,5606.89,10290.0,48545.0,315.757185,0
61013.35,73733.35,32574.09,0.0,12500.0,1061.323737,0
155449.83,204129.83,30991.65,24180.0,23500.0,937.391245,0
82468.16,96904.46,21561.24,5460.0,7500.0,797.771637,0
35339.86,42839.86,10374.75,0.0,7500.0,448.429969,1
65621.0,66786.0,23467.46,0.0,1000.0,506.130362,1
53435.05,74071.05,21264.61,0.0,12500.0,651.891077,1
554026.56,145932.56,59324.63,14490.0,53700.0,637.741809,0
78758.09,124058.09,471.32,0.0,22500.0,847.474581,0
167605.57,814239.17,34088.86,13596.0,2500.0,6173.237494,0
70198.58,89683.58,22149.94,0.0,7500.0,1061.323737,0
85611.01,93461.01,15682.98,0.0,2500.0,651.891077,1
70918.81,94678.81,30664.82,6540.0,12500.0,797.771637,0
110254.24,152008.23,29433.03,8565.0,24200.0,937.391245,0
63531.0,109661.0,32471.22,4500.0,27100.0,847.474581,0
69366.58,80356.57,22576.21,0.0,7500.0,651.891077,1
48459.35,102578.35,15110.42,7119.0,7500.0,797.771637,0
67502.52,85302.52,10734.41,0.0,2500.0,506.130362,1
79666.85,104010.85,17224.01,0.0,22000.0,847.474581,1
123041.38,160323.38,41797.51,14508.0,7500.0,637.741809,0
87980.89,185110.89,37865.86,0.0,20500.0,961.526047,0
48574.38,73374.38,13332.09,0.0,17500.0,651.891077,1
50226.97,76350.97,30528.85,0.0,22500.0,651.891077,1
91974.66,124547.36,17466.24,0.0,12500.0,847.474581,1
43099.41,58599.41,32545.84,0.0,2500.0,651.891077,1
81935.34,93435.34,15611.41,0.0,7500.0,651.891077,1
107054.25,146058.25,0.0,18698.0,7500.0,669.927034,0
47830.67,56551.67,0.0,0.0,2500.0,354.483032,1
74949.69,100302.97,10457.53,5850.0,13000.0,400.095082,0
83414.19,104363.19,25912.93,12350.0,2500.0,400.095082,0
87644.98,113004.98,3005.75,12740.0,8120.0,400.095082,0
83587.7,113117.7,0.0,25350.0,2500.0,838.974382,0
77920.92,105860.92,7848.25,8000.0,2500.0,400.095082,0
50101.66,60751.66,6403.27,5850.0,2500.0,354.483032,0
84110.05,88737.71,0.0,0.0,2500.0,515.318648,0
73068.73,91265.73,3398.52,8300.0,7500.0,515.318648,0
93229.65,96809.65,4379.53,0.0,2500.0,400.095082,1
55727.15,58227.15,5797.74,0.0,2500.0,515.318648,1
95482.25,106082.25,2500.0,0.0,4600.0,400.095082,1
51508.65,61944.84,9092.26,6240.0,2500.0,400.095082,0
118029.57,156819.57,27721.16,15290.0,19000.0,741.005985,0
86258.07,134502.07,2600.0,9000.0,25000.0,400.095082,0
58304.31,71640.7,0.0,0.0,7500.0,515.318648,1
104629.58,149934.58,9668.56,15600.0,18900.0,4476.199035,0
56483.75,69848.75,2837.1,5850.0,2500.0,400.095082,0
173917.77,136059.77,26251.73,0.0,2500.0,400.095082,1
77361.12,98664.12,4074.93,9300.0,10500.0,400.095082,0
134149.65,165559.65,31787.07,15210.0,15700.0,741.005985,0
75731.07,86713.07,0.0,0.0,2500.0,400.095082,1
110435.13,134700.13,19327.5,21450.0,2500.0,966.460762,0
171748.96,227758.96,93404.47,36010.0,13000.0,741.005985,0
85545.17,174325.17,6752.58,24200.0,45080.0,578.97244,0
119309.55,242029.55,28810.49,22600.0,87500.0,5022.504919,0
63868.29,87238.29,4085.9,0.0,2500.0,345.775009,1
173267.45,414917.45,27755.64,25950.0,210370.0,5902.787764,0
153697.13,188447.13,14037.36,8200.0,22100.0,640.40115,0
24799.49,27949.49,16193.49,0.0,2500.0,306.355611,1
99894.33,240484.33,13832.34,20000.0,87500.0,640.40115,0
104316.95,145858.95,10435.24,12300.0,24978.0,578.97244,0
105181.91,208631.91,6310.33,11700.0,85380.0,7113.045724,0
2853783.24,657216.84,72434.07,70500.0,152380.0,5022.504919,0
323228.1,229528.1,18409.16,24800.0,68700.0,640.40115,0
52555.86,74275.56,4380.3,0.0,12500.0,345.775009,1
138213.07,151887.75,23446.33,1335.9,2500.0,578.97244,1
61831.86,88701.86,6213.9,6450.0,19640.0,445.354912,0
50545.34,61245.34,9635.25,0.0,7500.0,345.775009,1
42872.56,51872.56,19335.56,0.0,2500.0,306.355611,1
267904.67,649077.67,22473.49,59800.0,275000.0,5902.787764,0
54785.11,67565.11,5847.73,0.0,10780.0,345.775009,1
63622.38,146122.38,4928.99,0.0,67500.0,3868.474843,1
41123.32,60961.32,27309.6,0.0,12500.0,306.355611,1
42845.1,67345.1,6983.65,0.0,12500.0,345.775009,1
109168.75,210520.75,21191.99,20000.0,7500.0,656.889415,0
85582.28,132479.28,12597.99,13200.0,18447.0,578.97244,0
114444.0,213372.0,19554.76,22230.0,47695.0,7113.045724,0
122968.83,206049.83,30763.43,13650.0,12500.0,640.40115,0
154777.82,169077.82,21891.97,12300.0,2000.0,857.306757,0
148370.98,162250.98,31193.34,11380.0,2500.0,674.239041,0
121807.48,128987.48,35853.97,5680.0,1500.0,857.306757,0
87583.41,126249.81,35727.84,0.0,30000.0,594.264139,1
88821.5,90321.5,17802.4,0.0,1500.0,744.218943,0
81815.46,104335.46,29690.46,5520.0,7000.0,594.264139,0
117539.9,157537.9,37281.91,9940.0,30058.0,447.195817,0
87123.06,102763.06,10526.75,6640.0,6000.0,354.907546,0
157592.22,168687.22,17757.5,5095.0,3000.0,447.195817,0
108782.58,125782.58,47988.0,0.0,17000.0,744.218943,0
91860.93,115260.93,0.0,6900.0,16500.0,744.218943,0
68185.54,80325.54,863.58,0.0,12140.0,354.907546,0
143484.43,189084.43,29435.9,5100.0,33500.0,447.195817,0
58993.2,59593.2,3502.5,0.0,600.0,314.447012,1
120769.49,131269.49,19338.62,0.0,500.0,594.264139,1
116093.11,125093.11,27446.64,8000.0,1000.0,857.306757,0
116277.76,169242.76,900.16,17965.0,35000.0,3970.648194,0
76965.15,77665.15,20472.04,0.0,700.0,559.411558,0
94003.27,102703.27,11330.85,6700.0,2000.0,559.411558,0
125086.88,142846.88,27869.59,8260.0,3500.0,447.195817,0
130648.77,182948.77,48023.35,10300.0,32000.0,447.195817,0
59706.39,65706.39,13515.64,0.0,2000.0,354.907546,1
125928.5,210928.5,19363.72,0.0,85000.0,657.315292,0
47233.43,47683.43,3140.67,0.0,450.0,314.447012,1
129128.58,134128.58,18195.23,0.0,2000.0,857.306757,0
130212.41,192682.21,44014.05,11260.0,43000.0,373.073561,0
51654.76,61681.76,14357.99,0.0,4500.0,381.350763,0
47854.83,82301.83,8748.07,0.0,17600.0,296.081978,1
55795.19,71495.19,5160.87,12300.0,3000.0,381.350763,0
33463.22,39055.46,2740.4,0.0,3500.0,262.327737,1
87340.11,143126.11,12521.47,11400.0,8000.0,495.765458,0
65591.7,82916.26,0.0,10850.0,5000.0,381.350763,0
93965.06,125625.06,17186.12,21840.0,8200.0,495.765458,0
75915.07,96220.07,15517.37,0.0,15000.0,296.081978,1
82830.13,145229.37,22722.66,21900.0,25000.0,495.765458,0
105593.21,173675.21,28382.11,31200.0,11000.0,548.365946,0
98408.32,146582.88,9566.07,20700.0,11000.0,495.765458,0
129278.71,155098.71,12785.56,12120.0,8200.0,495.765458,0
71214.65,125594.67,15763.63,0.0,50000.0,548.365946,0
31444.07,51944.07,1850.0,0.0,15500.0,262.327737,1
34961.73,40997.73,7616.68,0.0,4000.0,262.327737,1
65407.47,74087.47,14309.17,0.0,4800.0,381.350763,1
72013.72,78013.72,10492.48,0.0,6000.0,381.350763,1
30582.12,47152.12,19663.53,0.0,3500.0,262.327737,1
41561.09,47372.09,13324.47,0.0,3000.0,381.350763,1
61769.88,97074.88,19881.36,0.0,27000.0,495.765458,1
27314.71,41214.71,24052.02,0.0,11000.0,262.327737,1
81699.3,94697.3,16592.47,7150.0,5000.0,466.689657,0
57010.53,94710.53,11043.69,13800.0,13000.0,296.081978,0
96863.84,249636.84,34926.85,80000.0,62800.0,5054.469051,0
84178.75,105278.75,14429.46,18600.0,500.0,615.510877,0
84554.84,138454.84,9926.14,18900.0,32000.0,723.232665,0
47725.81,50525.81,4875.78,0.0,0.0,345.980617,1
48544.01,51138.01,7416.84,0.0,0.0,345.980617,1
117838.37,127183.37,15345.1,7200.0,0.0,653.85857,0
80600.72,83159.69,10921.37,0.0,0.0,502.958528,1
48526.06,50624.06,6090.41,0.0,500.0,345.980617,1
115579.3,129279.3,17692.67,13200.0,500.0,492.041835,0
136797.61,152327.61,17610.52,12300.0,0.0,723.232665,0
148188.61,187448.61,27023.66,12600.0,1500.0,723.232665,0
169095.56,202353.55,28442.13,27900.0,1000.0,741.853574,0
49009.16,49309.16,4919.27,0.0,300.0,345.980617,1
77957.8,83147.8,11607.43,0.0,1500.0,502.958528,0
82353.63,123538.63,15239.12,6300.0,31300.0,723.232665,0
43915.64,47815.64,5324.07,0.0,1400.0,345.980617,1
42446.45,46846.45,3869.32,0.0,1700.0,345.980617,1
108225.11,119635.11,22289.22,9600.0,1600.0,818.851252,0
107924.09,111859.09,18506.61,0.0,1300.0,615.510877,0
60461.59,68434.59,8421.4,6600.0,700.0,390.498644,0
74335.29,82335.29,6968.98,6900.0,1100.0,615.510877,0
35758.89,40858.89,7056.54,0.0,1400.0,345.980617,1
90365.95,145888.95,14154.72,12900.0,36133.0,653.85857,0
44197.13,49497.13,5296.18,0.0,2500.0,345.980617,1
97534.8,142434.8,15146.27,15600.0,24300.0,653.85857,0
98561.29,114676.29,15816.09,10800.0,2100.0,615.510877,0
107207.9,112977.9,7264.44,0.0,2500.0,584.678508,1
89337.74,98457.74,6751.22,0.0,2500.0,349.182798,0
97966.1,109446.1,13912.65,0.0,7480.0,584.678508,1
108328.28,147027.28,13785.31,15699.0,2500.0,584.678508,0
159644.2,176094.2,23891.3,8100.0,2500.0,663.363394,0
174906.64,207646.64,10921.44,5850.0,2500.0,439.982435,0
91624.28,103483.28,13348.01,0.0,10000.0,584.678508,1
85221.81,109901.81,3511.02,0.0,7500.0,349.182798,1
97692.44,116992.44,12236.29,14580.0,2500.0,550.388108,0
181913.47,250661.47,12202.47,6090.0,55753.0,4258.95876,0
180129.35,231834.35,41428.98,26250.0,2500.0,439.982435,0
78723.07,82463.07,5198.03,0.0,2500.0,449.744111,0
92900.11,106159.51,18931.05,0.0,11560.0,584.678508,1
144641.82,193711.82,9582.33,10130.0,2500.0,439.982435,0
73351.49,76611.49,3111.42,0.0,1000.0,349.182798,1
185569.76,202148.76,9340.34,10599.0,2500.0,439.982435,0
102753.99,120445.99,6279.29,12102.0,5000.0,584.678508,0
64486.36,68726.36,4056.0,0.0,2500.0,349.182798,1
67436.36,71381.36,3582.91,0.0,2500.0,349.182798,1
199540.04,232790.04,12143.69,10500.0,2500.0,4258.95876,0
131185.87,183344.87,3600.4,5850.0,7500.0,7183.148414,0
81788.38,93878.38,10586.37,9195.0,2500.0,550.388108,0
120768.45,128247.45,11430.9,0.0,2500.0,584.678508,1
62252.95,71710.95,4183.16,0.0,9088.0,349.182798,1
73813.77,81373.77,6255.16,0.0,7120.0,349.182798,0
112742.99,141663.99,5018.49,16770.0,10000.0,1111.117651,0
152093.13,257079.13,15156.5,31200.0,60000.0,1111.117651,0
58352.41,69107.41,0.0,0.0,3000.0,681.703589,1
146838.06,227692.72,4557.03,24750.0,55000.0,1111.117651,0
48669.45,50781.22,0.0,0.0,1000.0,632.434471,1
91629.7,96725.38,0.0,0.0,3000.0,1133.044594,0
89017.54,95766.54,0.0,0.0,5000.0,729.654533,0
229481.75,291958.75,5379.56,21000.0,33865.0,10598.056867,0
79119.0,102769.0,0.0,13650.0,10000.0,681.703589,0
116727.49,128844.14,4484.68,0.0,3000.0,1111.117651,0
147024.5,162624.5,14348.13,0.0,12600.0,1007.594268,0
212292.98,296564.02,0.0,23400.0,52616.0,6090.070697,0
45984.44,50092.67,0.0,0.0,1000.0,548.967081,1
69286.79,120385.79,0.0,19500.0,20000.0,681.703589,0
120365.51,127138.51,0.0,0.0,5000.0,1047.297032,0
80332.79,90036.79,0.0,0.0,2000.0,632.434471,1
93856.92,96431.92,0.0,0.0,1000.0,681.703589,1
110215.02,138916.96,0.0,0.0,24600.0,1111.117651,0
123540.07,233760.07,0.0,42900.0,63685.0,1007.594268,0
196927.59,228586.69,14611.68,19500.0,10000.0,1007.594268,0
82302.28,102062.28,0.0,13650.0,5000.0,1047.297032,0
85301.81,150739.81,13415.48,31200.0,32000.0,729.654533,0
210215.32,335986.72,3163.6,55421.9,60000.0,21936.763389,0
53092.08,57213.75,0.0,0.0,3000.0,548.967081,1
71595.04,78332.04,0.0,0.0,3000.0,632.434471,1
171407.64,232898.64,0.0,29250.0,30000.0,1007.594268,0
75209.16,95318.16,0.0,0.0,15000.0,729.654533,1
107065.65,132369.65,0.0,11310.0,11891.0,729.654533,0
109145.0,140407.0,0.0,21450.0,5000.0,1111.117651,0
62241.08,68407.08,0.0,0.0,1000.0,632.434471,1
129538.06,132194.06,18050.83,0.0,1000.0,420.505113,0
126336.61,141920.61,0.0,12000.0,2000.0,640.345029,0
97811.55,105055.55,0.0,0.0,5000.0,420.505113,1
101765.6,128158.6,0.0,22800.0,2000.0,420.505113,0
76990.95,80538.95,0.0,0.0,2000.0,364.476498,0
145812.7,173630.7,900.0,21898.0,3000.0,640.345029,0
42579.79,44740.79,0.0,0.0,1000.0,316.373645,1
97477.07,101019.07,6883.05,0.0,2000.0,652.981683,0
156966.5,194217.5,6181.14,20220.0,15300.0,580.683765,0
169081.92,201678.92,0.0,28500.0,2000.0,420.505113,0
75979.74,79551.74,0.0,0.0,2000.0,392.870642,1
171002.28,234058.28,0.0,23400.0,38000.0,640.345029,0
123064.92,165924.92,0.0,29640.0,11600.0,580.683765,0
64505.23,68161.23,0.0,0.0,2000.0,392.870642,1
52552.51,81649.51,0.0,0.0,7000.0,392.870642,1
118017.18,148910.18,0.0,27300.0,2000.0,420.505113,0
135366.58,155222.58,0.0,15200.0,3000.0,392.870642,0
91672.0,119153.0,0.0,22900.0,3000.0,420.505113,0
58272.31,84330.31,0.0,0.0,4000.0,392.870642,1
123937.93,139357.93,0.0,11800.0,2000.0,420.505113,0
47892.26,82434.26,0.0,0.0,3000.0,392.870642,1
129473.3,134529.3,0.0,0.0,3412.0,420.505113,1
148309.94,184884.94,0.0,32000.0,3000.0,580.683765,0
69662.54,73393.54,6026.29,0.0,2000.0,392.870642,1
73949.07,95405.07,0.0,0.0,2000.0,392.870642,0
159695.37,183245.37,11200.0,17550.0,5000.0,580.683765,0
173121.29,222077.29,0.0,26100.0,21200.0,640.345029,0
100057.25,126117.25,0.0,11800.0,12700.0,420.505113,0
71360.0,120887.0,28700.0,28000.0,20000.0,392.870642,0
63979.8,66635.8,0.0,0.0,1000.0,364.476498,1
68735.8,96020.5,4272.37,0.0,19500.0,585.760896,1
193226.59,207167.59,6289.47,9750.0,2500.0,865.78585,0
71476.7,75749.7,13694.99,0.0,2500.0,543.425894,1
47692.5,49519.5,0.0,0.0,300.0,471.705672,1
67280.83,71178.83,4299.0,0.0,2500.0,585.760896,0
90673.14,93028.14,16546.36,0.0,300.0,585.760896,1
66039.79,68486.79,3277.77,0.0,500.0,585.760896,1
38111.47,40236.47,0.0,0.0,1000.0,471.705672,1
39525.64,43156.64,12870.06,0.0,1500.0,471.705672,1
79073.57,138048.57,23204.4,17550.0,40000.0,954.739393,0
90320.89,106492.89,0.0,9750.0,4000.0,585.760896,0
99099.33,120639.3,0.0,0.0,12500.0,585.760896,1
154880.6,228548.6,0.0,19590.0,52500.0,11058.006469,0
165795.23,189337.23,0.0,19680.0,1500.0,865.78585,0
51934.33,53736.33,0.0,0.0,200.0,471.705672,1
65173.17,69398.17,30987.07,0.0,700.0,585.760896,1
62128.63,77352.63,0.0,11700.0,2000.0,543.425894,0
108307.72,193445.72,48687.75,25740.0,58000.0,954.739393,0
51864.25,55978.25,4298.64,0.0,2500.0,471.705672,1
65506.06,70045.06,12386.91,0.0,1000.0,585.760896,0
47347.65,49426.65,7099.25,0.0,570.0,471.705672,1
99060.49,122216.29,104583.78,13260.0,2500.0,954.739393,0
162577.47,179147.47,2531.65,14040.0,1000.0,954.739393,0
925572.66,592072.66,17102.7,0.0,7500.0,11058.006469,0
74630.53,90600.52,2856.69,13350.0,2500.0,585.760896,0
65665.11,86644.11,2750.0,11895.0,7500.0,543.425894,0
84265.49,107384.49,0.0,19500.0,2500.0,626.963243,0
72416.26,89312.26,439.3,7800.0,7500.0,543.425894,0
81020.45,84678.39,2097.38,0.0,2500.0,585.760896,1
42849.9,46840.9,4303.51,0.0,2500.0,471.705672,1
83847.5,110487.5,0.0,18250.0,2500.0,386.272961,0
119771.13,150351.13,35580.43,19500.0,2500.0,588.216321,0
56776.72,73246.72,2854.74,8970.0,2500.0,360.888135,0
72790.5,110632.5,7724.84,0.0,37842.0,386.272961,1
61847.5,77097.5,14101.56,9750.0,2500.0,334.805479,0
98821.0,156871.0,3046.26,31550.0,2500.0,533.411914,0
28460.5,46660.5,2362.7,6700.0,6500.0,334.805479,0
118449.14,217464.77,8166.31,19066.0,59500.0,588.216321,0
67982.5,100902.5,5459.8,7020.0,10900.0,599.82426,0
76164.5,105364.5,4490.47,11700.0,2500.0,554.430223,0
23393.0,46743.0,16567.16,5850.0,2500.0,290.618546,0
121193.0,223443.0,4251.46,30750.0,41500.0,533.411914,0
103285.2,176515.2,33422.18,9750.0,15000.0,386.272961,0
65022.0,82522.0,3161.0,0.0,2500.0,360.888135,0
67236.0,85996.0,3700.0,13260.0,2500.0,421.743645,0
70087.0,113887.0,2675.43,23400.0,2500.0,599.82426,0
96431.0,166631.0,5297.97,12700.0,42500.0,588.216321,0
86751.0,104001.0,6415.9,9750.0,2500.0,421.743645,0
59956.0,94057.0,0.0,6601.0,2500.0,360.888135,0
133166.5,190666.5,4785.51,0.0,42500.0,386.272961,1
29841.5,78591.5,339.39,15750.0,18000.0,334.805479,0
123642.0,181672.0,6626.73,11030.0,39000.0,588.216321,0
36304.5,149704.5,2464.14,24900.0,2500.0,360.888135,0
101522.5,123672.5,16086.23,13650.0,2500.0,421.743645,0
110242.82,130752.52,0.0,2950.0,17500.0,588.216321,0
91402.0,93902.0,11407.11,0.0,2500.0,421.743645,0
109620.0,152620.0,4696.99,20500.0,2500.0,588.216321,0
36872.5,53652.5,8588.35,7800.0,2500.0,290.618546,0
139072.0,169072.0,1430.0,19500.0,2500.0,588.216321,0
24441.0,38941.0,11737.54,0.0,2500.0,290.618546,1
117524.35,121969.35,0.0,0.0,2500.0,1031.862923,0
108282.3,154876.3,0.0,16620.0,28144.0,1031.862923,0
82598.02,86403.02,2200.0,0.0,2500.0,633.078466,1
68495.7,72315.7,989.63,0.0,2500.0,633.078466,1
122171.46,144381.46,0.0,17550.0,2500.0,677.609125,0
80187.6,97273.6,0.0,14820.0,100.0,633.078466,0
139615.45,195805.45,0.0,46800.0,7500.0,677.609125,0
111816.62,116203.62,0.0,0.0,2500.0,633.078466,1
112017.57,183032.57,0.0,36240.0,32110.0,1031.862923,0
103654.88,107999.88,0.0,0.0,2500.0,677.609125,0
76152.28,80812.28,0.0,0.0,2500.0,633.078466,1
99317.83,109037.83,0.0,0.0,7500.0,1052.225843,0
106020.7,114255.7,0.0,0.0,2500.0,677.609125,1
133982.17,147042.17,4732.04,7740.0,2000.0,677.609125,0
86903.84,90483.84,1325.09,0.0,2500.0,633.078466,1
105921.29,110296.29,0.0,0.0,2500.0,677.609125,1
230844.09,274744.09,0.0,30000.0,11650.0,14632.079026,0
142806.13,154981.13,1850.0,8580.0,2500.0,972.594554,0
162679.36,206600.36,0.0,24180.0,14500.0,1038.60632,0
92700.59,97540.59,0.0,0.0,2500.0,633.078466,1
115927.49,138455.49,0.0,12198.0,8500.0,633.078466,0
150708.99,180006.99,0.0,26298.0,2500.0,935.723742,0
123622.95,164773.95,0.0,32001.0,7500.0,677.609125,0
88238.22,92568.22,0.0,0.0,2500.0,677.609125,0
121064.35,172704.35,0.0,46800.0,2500.0,739.832635,0
91447.46,106817.46,0.0,10710.0,2500.0,1052.225843,0
112622.95,158487.95,0.0,15990.0,28000.0,1038.60632,0
83138.06,87948.06,0.0,0.0,2500.0,633.078466,1
108411.95,125191.95,0.0,10950.0,2500.0,1031.862923,0
113588.52,152033.52,0.0,28860.0,7500.0,1031.862923,0
81579.55,93730.55,5548.15,4900.0,2500.0,472.688616,0
229503.84,235679.84,0.0,0.0,2500.0,8337.001948,1
44645.24,48417.24,0.0,0.0,2500.0,355.634726,1
101399.67,112829.67,1631.15,0.0,7500.0,472.688616,1
59577.65,63517.65,0.0,0.0,2500.0,355.634726,1
200203.4,220691.4,989.63,8100.0,2500.0,719.810049,0
119371.4,136031.4,0.0,12600.0,2500.0,472.688616,0
108520.86,112724.86,0.0,0.0,2500.0,472.688616,1
76472.0,92318.0,18344.81,9360.0,2500.0,441.624785,0
250736.66,279633.66,5062.3,7400.0,7500.0,14211.188811,0
111786.93,129170.93,0.0,13000.0,2500.0,678.465442,0
34104.85,37828.85,0.0,0.0,2500.0,355.634726,1
91484.63,105619.63,0.0,9000.0,2500.0,441.624785,0
57792.75,62458.75,0.0,0.0,2500.0,355.634726,1
56193.5,60823.5,0.0,0.0,2500.0,355.634726,1
123677.2,135667.2,4818.5,6500.0,2500.0,719.810049,0
384567.52,407730.52,38000.0,13500.0,7500.0,6865.688638,0
178401.0,201998.0,0.0,19000.0,2500.0,719.810049,0
140428.97,192038.97,0.0,9600.0,39700.0,652.74499,0
58201.34,64577.34,5340.23,0.0,2500.0,409.707007,1
53129.92,82723.92,0.0,0.0,7500.0,441.624785,1
62236.59,66755.59,0.0,0.0,2500.0,409.707007,0
96618.92,100774.92,0.0,0.0,2500.0,441.624785,1
154278.81,172608.81,8305.95,8700.0,2500.0,652.74499,0
94770.5,107963.5,2832.97,6100.0,2500.0,472.688616,0
50573.3,74837.3,0.0,0.0,2500.0,441.624785,1
183406.8,238936.8,8726.89,11000.0,37000.0,719.810049,0
39996.2,48911.2,1395.94,0.0,2500.0,355.634726,1
123594.66,140170.66,0.0,12300.0,2500.0,719.810049,0
125565.76,139685.76,20880.07,8000.0,2500.0,472.688616,0
76733.45,134315.45,0.0,19276.0,38306.0,441.178247,0
71797.12,224190.9,0.0,9862.0,67500.0,8328.572187,0
34021.7,42871.7,0.0,0.0,7500.0,355.275135,1
28784.04,32634.04,0.0,0.0,2500.0,355.275135,1
164127.07,228399.45,0.0,0.0,62500.0,8328.572187,1
31580.03,40217.03,0.0,0.0,2500.0,355.275135,1
46893.91,90817.91,1140.62,0.0,42646.0,441.178247,1
63130.42,104570.42,0.0,15241.0,21549.0,472.210668,0
72902.76,82040.74,0.0,0.0,7500.0,409.292742,1
52797.99,70887.99,0.0,0.0,12500.0,441.178247,1
54254.34,77908.34,834.12,0.0,17340.0,441.178247,1
55367.24,70689.24,0.0,6721.0,7500.0,409.292742,0
73201.44,120367.82,0.0,22414.0,22662.0,472.210668,0
59542.6,110940.6,0.0,14345.0,35988.0,441.178247,0
49145.84,52746.84,0.0,0.0,2500.0,409.292742,0
81198.02,167456.02,0.0,21181.0,62947.0,472.210668,0
149850.0,215399.2,0.0,34966.0,24230.0,472.210668,0
69964.27,84991.27,29000.0,0.0,2500.0,441.178247,1
181842.47,213487.37,0.0,12103.0,17000.0,3941.312259,0
163939.06,243409.04,9300.0,22905.0,17500.0,472.210668,0
117731.72,140747.72,0.0,10130.0,11572.0,441.178247,0
50629.07,79212.43,0.0,0.0,7500.0,441.178247,1
151266.34,186188.34,0.0,17931.0,12500.0,719.08223,0
33560.09,57125.09,0.0,0.0,12500.0,355.275135,1
138136.79,189430.17,0.0,10759.0,17500.0,719.08223,0
33799.09,87549.51,0.0,0.0,25350.0,441.178247,1
64621.01,144403.15,0.0,0.0,67500.0,472.210668,1
127529.31,195197.31,0.0,12103.0,53815.0,719.08223,0
95546.27,116003.58,0.0,11207.0,2500.0,472.210668,0
95121.51,155129.51,2401.77,26897.0,2500.0,719.08223,0
154450.67,181199.67,1500.0,18000.0,7000.0,898.137847,0
98422.99,103373.99,2050.0,0.0,2500.0,589.793845,1
78806.93,81048.93,0.0,0.0,1000.0,511.208992,0
78748.35,122211.35,19990.0,14400.0,3500.0,551.034171,0
79008.28,83495.28,0.0,0.0,2000.0,551.034171,1
66668.35,85828.35,24000.0,15600.0,2000.0,551.034171,0
81103.9,92377.9,0.0,0.0,3000.0,551.034171,1
82117.95,87821.95,0.0,0.0,2000.0,511.208992,1
146415.06,205201.06,0.0,23400.0,34000.0,898.137847,0
112494.72,118522.7,0.0,0.0,1000.0,589.793845,1
75025.65,82767.65,2350.0,0.0,3000.0,511.208992,1
69163.85,94559.85,0.0,0.0,500.0,589.793845,0
68956.94,76234.94,0.0,0.0,2000.0,551.034171,1
71428.68,85674.68,12990.0,0.0,2500.0,551.034171,1
151682.56,175946.56,0.0,9750.0,13200.0,904.007329,0
104985.88,115384.88,0.0,7800.0,1000.0,589.793845,0
110998.64,122386.64,0.0,0.0,3000.0,589.793845,1
102965.9,107121.9,0.0,0.0,1000.0,589.793845,1
133617.1,154821.1,0.0,17400.0,2000.0,589.793845,0
96420.02,101196.02,10700.0,0.0,3000.0,589.793845,1
90423.07,112427.07,7500.0,7800.0,12500.0,589.793845,0
79954.6,83515.6,2750.0,0.0,1500.0,511.208992,1
81927.51,85057.51,1900.0,0.0,1000.0,551.034171,1
88564.19,95694.19,0.0,0.0,2000.0,551.034171,1
134477.71,155267.71,0.0,17550.0,1500.0,898.137847,0
70588.42,84466.42,0.0,10530.0,1500.0,551.034171,0
90551.84,95683.84,10500.0,0.0,3500.0,551.034171,1
94770.95,112969.95,2680.0,15600.0,1000.0,551.034171,0
70667.29,72167.29,15100.0,0.0,1500.0,551.034171,1
